RESVDATE,REGISTERED,COUNT,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,SNOW,TMAX,TMIN
10/11/2012,6736,7570,USC00462211,10/11/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",10,0,100,-28
10/12/2012,6222,7282,USC00462211,10/12/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,139,-28
10/13/2012,4857,7109,USC00462211,10/13/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,83,-28
10/14/2012,4559,6639,USC00462211,10/14/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,172,6
10/15/2012,5115,5875,USC00462211,10/15/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",28,0,217,111
10/16/2012,6612,7534,USC00462211,10/16/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",71,0,133,28
10/17/2012,6482,7461,USC00462211,10/17/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,106,22
10/18/2012,6501,7509,USC00462211,10/18/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,189,33
10/19/2012,4671,5424,USC00462211,10/19/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",119,0,161,44
10/20/2012,5284,8090,USC00462211,10/20/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,156,33
10/21/2012,4692,6824,USC00462211,10/21/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",13,0,67,22
10/22/2012,6228,7058,USC00462211,10/22/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,94,17
10/23/2012,6625,7466,USC00462211,10/23/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,178,50
10/24/2012,6898,7693,USC00462211,10/24/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,200,117
10/25/2012,6484,7359,USC00462211,10/25/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,194,94
10/26/2012,6262,7444,USC00462211,10/26/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,228,106
10/27/2012,5209,7852,USC00462211,10/27/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,206,94
10/28/2012,3461,4459,USC00462211,10/28/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",43,0,139,56
10/29/2012,20,22,USC00462211,10/29/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",109,0,78,0
10/30/2012,1009,1096,USC00462211,10/30/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",800,582,0,-39
10/31/2012,5147,5566,USC00462211,10/31/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",201,170,-28,-44
11/1/2012,5520,5986,USC00462211,11/1/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",97,74,-6,-28
11/2/2012,5229,5847,USC00462211,11/2/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",10,10,-6,-28
11/3/2012,4109,5138,USC00462211,11/3/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,-6,-44
11/4/2012,3906,5107,USC00462211,11/4/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,-28,-39
11/5/2012,4881,5259,USC00462211,11/5/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,6,-50
11/6/2012,5220,5686,USC00462211,11/6/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,0,-67
11/7/2012,4709,5035,USC00462211,11/7/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,28,-67
11/8/2012,4975,5315,USC00462211,11/8/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,17,-72
11/9/2012,5283,5992,USC00462211,11/9/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,6,-67
11/10/2012,4446,6536,USC00462211,11/10/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,78,-17
11/11/2012,4562,6852,USC00462211,11/11/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,150,39
11/12/2012,5172,6269,USC00462211,11/12/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,189,89
11/13/2012,3767,4094,USC00462211,11/13/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",89,15,156,-56
11/14/2012,5122,5495,USC00462211,11/14/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,-6,-78
11/15/2012,5125,5445,USC00462211,11/15/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,33,-78
11/16/2012,5214,5698,USC00462211,11/16/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,83,-56
11/17/2012,4316,5629,USC00462211,11/17/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,72,-56
11/18/2012,3747,4669,USC00462211,11/18/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,72,-11
11/19/2012,5050,5499,USC00462211,11/19/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,83,-22
11/20/2012,5100,5634,USC00462211,11/20/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,139,-22
11/21/2012,4531,5146,USC00462211,11/21/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,89,-28
11/22/2012,1470,2425,USC00462211,11/22/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,106,-28
11/23/2012,2307,3910,USC00462211,11/23/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,133,-22
11/24/2012,1745,2277,USC00462211,11/24/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",18,0,111,-78
11/25/2012,2115,2424,USC00462211,11/25/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",38,66,-67,-89
11/26/2012,4750,5087,USC00462211,11/26/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,6,-89
11/27/2012,3836,3959,USC00462211,11/27/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",53,61,50,-22
11/28/2012,5062,5260,USC00462211,11/28/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",13,15,-6,-50
11/29/2012,5080,5323,USC00462211,11/29/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,-22,-61
11/30/2012,5306,5668,USC00462211,11/30/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,39,-61
12/1/2012,4240,5191,USC00462211,12/1/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,78,11
12/2/2012,3757,4649,USC00462211,12/2/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,111,17
12/3/2012,5679,6234,USC00462211,12/3/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",152,0,122,72
12/4/2012,6055,6606,USC00462211,12/4/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",25,0,111,89
12/5/2012,5398,5729,USC00462211,12/5/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",79,0,156,6
12/6/2012,5035,5375,USC00462211,12/6/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,39,-61
12/7/2012,4659,5008,USC00462211,12/7/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",10,0,100,-28
12/8/2012,4429,5582,USC00462211,12/8/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",104,0,89,72
12/9/2012,2787,3228,USC00462211,12/9/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",145,0,106,72
12/10/2012,4841,5170,USC00462211,12/10/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",76,0,106,72
12/11/2012,5219,5501,USC00462211,12/11/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",163,33,100,-33
12/12/2012,5009,5319,USC00462211,12/12/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",5,5,-33,-67
12/13/2012,5107,5532,USC00462211,12/13/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,0,-67
12/14/2012,5182,5611,USC00462211,12/14/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,50,-67
12/15/2012,4280,5047,USC00462211,12/15/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,61,-17
12/16/2012,3248,3786,USC00462211,12/16/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",8,0,89,22
12/17/2012,4373,4585,USC00462211,12/17/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",8,0,89,50
12/18/2012,5124,5557,USC00461750,12/18/2012,39.0483,-79.4406,991.8,"CANAAN VALLEY NUMBER 2, WV US",66,0,0,0
12/19/2012,4934,5267,USC00461751,12/19/2012,39.0483,-79.4406,991.8,"CANAAN VALLEY NUMBER 2, WV US",30,0,0,0
12/20/2012,3814,4128,USC00461752,12/20/2012,39.0483,-79.4406,991.8,"CANAAN VALLEY NUMBER 2, WV US",0,0,0,0
12/21/2012,3402,3623,USC00461753,12/21/2012,39.0483,-79.4406,991.8,"CANAAN VALLEY NUMBER 2, WV US",185,5,0,0
12/22/2012,1544,1749,USC00461754,12/22/2012,39.0483,-79.4406,991.8,"CANAAN VALLEY NUMBER 2, WV US",140,305,0,0
12/23/2012,1379,1787,USC00462211,12/23/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",15,23,-67,-94
12/24/2012,746,920,USC00462211,12/24/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",0,0,11,-78
12/25/2012,573,1013,USC00462211,12/25/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",76,41,22,-22
12/26/2012,432,441,USC00462211,12/26/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",23,10,0,-44
12/27/2012,1867,2114,USC00462211,12/27/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",320,142,-22,-67
12/28/2012,2451,3095,USC00462211,12/28/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",25,15,-67,-78
12/29/2012,1182,1341,USC00462211,12/29/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",58,30,0,-78
12/30/2012,1432,1796,USC00462211,12/30/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",86,173,-6,-83
12/31/2012,2290,2729,USC00462211,12/31/2012,39.098,-79.4322,1132.3,"DAVIS 3 SE, WV US",18,48,-78,-94
